,Central America,Venezuela,South Asia,Malay Peninsula,Vietnam,Philippines,Brazil,Tanzania,Year
0,28.457733154296875,13.414057413736979,13.258295694986979,26.292203267415363,31.614359537760418,29.709910074869793,12.268053690592447,17.18768056233724,1900-01-01
1,29.191731770833332,18.203479766845703,13.734036763509115,29.892201741536457,37.95025634765625,44.670186360677086,20.678853352864582,20.09018071492513,1901-01-01
2,21.8430658976237,9.74318822224935,22.458852132161457,39.38029988606771,38.4866689046224,22.5191650390625,16.653494517008465,14.978912353515625,1902-01-01
3,27.051467895507812,14.745072682698568,17.972628275553387,26.799880981445312,38.04410298665365,41.015462239583336,12.802239735921225,16.155832926432293,1903-01-01
4,26.626266479492188,10.413622538248697,11.005851745605469,30.24041493733724,45.907440185546875,30.95360819498698,22.35515848795573,20.7034428914388,1904-01-01
5,23.268264770507812,12.636086781819662,13.232406616210938,31.18779754638672,37.34461466471354,23.35814921061198,23.213358561197918,23.22583262125651,1905-01-01
6,31.76666768391927,19.394638061523438,18.158185323079426,36.11744181315104,26.172561645507812,35.78240712483724,23.67406717936198,26.4454345703125,1906-01-01
7,30.927200317382812,10.835652669270834,14.343629201253256,34.64273579915365,36.26512908935547,31.344258626302082,20.630027770996094,17.058151245117188,1907-01-01
8,32.69559987386068,17.9886957804362,11.643962860107422,31.352559407552082,48.472310384114586,35.31879679361979,16.21942647298177,21.798477172851562,1908-01-01
9,29.49359893798828,24.743479410807293,8.62248166402181,25.285654703776043,45.279998779296875,43.150187174479164,13.414026896158854,16.71159489949544,1909-01-01
10,22.678934733072918,14.762608846028646,15.617332458496094,32.95470174153646,37.45641072591146,37.01518758138021,26.105748494466145,20.030071258544922,1910-01-01
11,26.162132263183594,15.736087799072266,18.32496388753255,39.046427408854164,22.39794921875,21.689351399739582,18.33780034383138,20.06365712483724,1911-01-01
12,33.0621337890625,16.523768107096355,17.53244400024414,37.89368693033854,36.62999979654948,33.88537089029948,26.635587056477863,16.998551686604817,1912-01-01
13,28.698265075683594,15.367970784505209,19.51148223876953,37.54374694824219,31.818715413411457,29.676666259765625,24.113667805989582,22.74500020345052,1913-01-01
14,26.280131022135418,13.978986104329428,17.40477752685547,34.5711924235026,34.56179555257162,21.164260864257812,17.467254638671875,14.92145029703776,1914-01-01
15,28.45893096923828,12.955217997233072,13.820851643880209,30.36309560139974,32.27435811360677,36.04425811767578,9.594346364339193,18.885289510091145,1915-01-01
16,24.962666829427082,20.84753672281901,14.060408274332682,27.69440460205078,28.542821248372395,35.75361124674479,23.81053415934245,19.34264373779297,1916-01-01
17,27.599334716796875,13.087390899658203,13.994926452636719,27.86517842610677,61.38923136393229,34.51240793863932,27.176719665527344,20.365941365559895,1917-01-01
18,25.305333455403645,14.313186645507812,17.328221638997395,34.917022705078125,28.669484456380207,25.962687174479168,20.74109395345052,13.428513844807943,1918-01-01
19,27.16840108235677,9.960000356038412,18.092703501383465,33.75833384195963,33.88487243652344,32.388702392578125,8.05569330851237,15.967681884765625,1919-01-01
20,26.771466573079426,12.012173970540365,17.93951670328776,28.044464111328125,43.65435791015625,30.126942952473957,27.525426228841145,18.661014556884766,1920-01-01
21,29.948267618815105,14.703768412272135,15.884592692057291,27.467440287272137,39.29718017578125,38.968518575032554,26.384745279947918,15.037354787190756,1921-01-01
22,28.482933044433594,15.351303100585938,19.33874003092448,34.60482279459635,43.39923095703125,37.92314656575521,24.219266255696613,18.789456685384113,1922-01-01
23,23.75439961751302,13.200289408365885,14.98455556233724,32.07940419514974,44.74897257486979,24.264073689778645,18.34086736043294,18.476160685221355,1923-01-01
24,28.69439951578776,18.00637690226237,11.427223205566406,27.89636993408203,43.37230428059896,44.54759216308594,33.86555735270182,15.228731791178385,1924-01-01
25,25.314669291178387,10.694928487141928,19.180889129638672,39.87309773763021,29.72718048095703,29.7977778116862,19.761292775472004,10.03887685139974,1925-01-01
26,28.232398986816406,15.995217641194662,11.35003662109375,38.56535847981771,37.47564188639323,37.4615732828776,26.142532348632812,19.198984781901043,1926-01-01
27,25.781333923339844,13.809420267740885,11.217445373535156,30.626073201497395,29.73205312093099,32.4205576578776,19.670560201009113,18.046124776204426,1927-01-01
28,25.164932250976562,14.431739807128906,16.872296651204426,36.135955810546875,28.176666259765625,35.34573872884115,18.8362553914388,17.56543477376302,1928-01-01
29,32.83373260498047,12.5056521097819,15.083259582519531,26.0433349609375,49.49230448404948,28.485555013020832,22.269320170084637,13.824710845947266,1929-01-01
30,28.172134399414062,10.804492950439453,20.384925842285156,34.71886952718099,43.7984619140625,32.951944986979164,18.488012949625652,21.182788848876953,1930-01-01
31,24.132667541503906,19.076956431070965,20.279666900634766,37.16118876139323,37.30974324544271,37.26286824544271,18.387386322021484,22.29155985514323,1931-01-01
32,25.8676020304362,17.85086949666341,18.676443735758465,31.348927815755207,43.2046152750651,37.82314809163412,9.006692886352539,21.39935048421224,1932-01-01
33,28.56066640218099,15.953912099202475,15.232185363769531,31.325953165690105,38.32410430908203,40.618611653645836,22.954788208007812,11.60525385538737,1933-01-01
34,27.78546651204427,15.365071614583334,13.666184743245443,29.98821512858073,29.32641092936198,41.66990661621094,24.989522298177082,17.176956176757812,1934-01-01
35,32.46973419189453,17.803333282470703,16.47585169474284,34.650716145833336,33.645894368489586,27.81861114501953,26.55974578857422,16.670252482096355,1935-01-01
36,38.46159871419271,12.749420166015625,15.067222595214844,36.25404612223307,16.81743621826172,32.11898295084635,12.02829360961914,20.42003631591797,1936-01-01
37,26.82666524251302,18.335072835286457,15.445073445638021,34.134521484375,39.40820821126302,32.26685078938802,21.0429204305013,23.02532450358073,1937-01-01
38,28.460665384928387,20.112321217854817,7.577592213948567,29.933690388997395,34.02717590332031,39.629536946614586,20.774159749348957,19.687754313151043,1938-01-01
39,31.046132405598957,19.13420232137044,17.947962443033855,26.864285786946613,34.706408182779946,34.47842661539713,19.28118642171224,18.819020589192707,1939-01-01
40,27.3864008585612,12.061304728190104,20.65648142496745,29.755355834960938,24.235382080078125,24.366666158040363,25.753629048665363,22.026270548502605,1940-01-01
41,25.888132731119793,10.260290145874023,17.21436945597331,35.693033854166664,38.59256490071615,31.963241577148438,17.977266947428387,15.91778818766276,1941-01-01
42,28.00279998779297,19.62347920735677,13.338333129882812,46.21142578125,45.49923197428385,31.934351603190105,15.385026295979818,24.766522725423176,1942-01-01
43,29.883333841959637,14.992754618326822,17.13629659016927,28.75017801920573,40.66974385579427,31.688888549804688,16.780066172281902,15.059239705403646,1943-01-01
44,25.412801106770832,22.48608652750651,20.083890279134113,27.051129659016926,38.48307800292969,28.945648193359375,21.819842020670574,19.65195592244466,1944-01-01
45,27.144800821940105,12.078695933024088,14.332555135091146,30.970062255859375,32.7530771891276,36.73713175455729,22.26758575439453,17.460833231608074,1945-01-01
46,27.74053192138672,13.434927622477213,24.797444661458332,34.853271484375,32.36205291748047,34.18018595377604,17.225813547770183,15.66333262125651,1946-01-01
47,27.831865946451824,12.532609303792318,10.432074228922525,31.06940460205078,31.12871805826823,34.468798319498696,27.775306701660156,24.8669916788737,1947-01-01
48,25.31146748860677,12.139419555664062,15.945741017659506,27.900716145833332,33.52512868245443,29.091761271158855,20.998132069905598,16.20282491048177,1948-01-01
49,23.065999348958332,16.417246500651043,11.506556193033854,33.39880879720052,43.86615498860677,34.54638926188151,23.046335856119793,12.137282053629557,1949-01-01
50,26.19000244140625,17.207244873046875,11.269371032714844,29.10803731282552,40.67692565917969,26.84870147705078,25.132614135742188,19.830434163411457,1950-01-01
51,24.27880096435547,11.229854583740234,11.354815165201822,30.758392333984375,39.141797383626304,35.885459899902344,15.51193364461263,21.97905731201172,1951-01-01
52,25.22173309326172,13.297246297200521,12.197925567626953,24.36981964111328,34.63769022623698,41.792406717936196,21.825119018554688,15.525652567545572,1952-01-01
53,27.02679951985677,12.411449432373047,15.605260213216146,29.81488037109375,41.4494883219401,38.55351765950521,17.48948033650716,17.340652465820312,1953-01-01
54,24.320398966471355,15.494059244791666,15.437222798665365,32.26416778564453,27.956156412760418,34.252685546875,17.55907948811849,17.00942103068034,1954-01-01
55,32.21533203125,17.06492869059245,12.830815633138021,29.145477294921875,43.41974385579427,35.257965087890625,18.83249282836914,18.214383443196613,1955-01-01
56,29.315335591634113,15.901593526204428,17.620296478271484,35.05018107096354,38.434356689453125,42.41546122233073,18.360972086588543,14.919166564941406,1956-01-01
57,19.413333892822266,12.146376291910807,21.559183756510418,37.16339111328125,28.815640767415363,25.056111653645832,27.22095998128255,20.220579783121746,1957-01-01
58,30.169199625651043,9.441739400227865,13.433666229248047,27.4898198445638,26.397178649902344,33.557963053385414,12.903612772623697,16.293190002441406,1958-01-01
59,29.450533548990887,12.958260854085287,13.80426025390625,33.543212890625,29.255897521972656,31.4593505859375,19.68694559733073,15.619927724202475,1959-01-01
60,24.914532979329426,14.968986511230469,15.569814046223959,31.374107360839844,34.38589731852213,32.11722056070963,23.533973693847656,20.90014394124349,1960-01-01
61,25.730000813802082,16.029130299886067,13.782222747802734,34.5567881266276,27.330769856770832,31.03240966796875,24.411760965983074,13.365325927734375,1961-01-01
62,21.838666280110676,12.364638010660807,15.801740010579428,29.85345204671224,35.712565104166664,27.0299072265625,20.988666534423828,17.42271677652995,1962-01-01
63,26.772933959960938,12.379276275634766,19.039592742919922,29.86750030517578,35.367950439453125,25.40870412190755,21.475186665852863,22.33166758219401,1963-01-01
64,30.01439921061198,11.277970631917318,12.297925313313803,25.902618408203125,49.0479482014974,41.48638916015625,29.283559163411457,20.293041229248047,1964-01-01
65,29.3000005086263,14.787101745605469,16.028703053792317,36.75863138834635,37.278465270996094,27.693705240885418,24.264439900716145,14.27362314860026,1965-01-01
66,24.45946502685547,20.551302591959637,19.19622294108073,34.79267883300781,39.682820638020836,38.7683359781901,18.935746510823567,19.537501017252605,1966-01-01
67,27.836268107096355,12.47405751546224,18.039554595947266,30.940236409505207,28.547434488932293,28.561668395996094,27.22850799560547,19.747174580891926,1967-01-01
68,28.198267618815105,9.819419860839844,12.165629069010416,29.56958516438802,30.824615478515625,20.954259236653645,24.654706319173176,25.067209879557293,1968-01-01
69,24.266133626302082,21.082608540852863,21.90540822347005,35.93571472167969,38.48487345377604,29.1767578125,22.30743916829427,14.935724894205729,1969-01-01
70,23.375335693359375,17.6862309773763,14.593666076660156,33.63089497884115,35.04461669921875,43.706573486328125,16.083333333333332,19.09941864013672,1970-01-01
71,17.821200052897137,11.57681147257487,14.822110493977865,33.688987731933594,34.09205118815104,44.81935119628906,23.028025309244793,17.206558227539062,1971-01-01
72,22.212265014648438,9.0807253519694,19.2566655476888,29.089584350585938,30.740257263183594,23.71685282389323,16.888704935709637,17.21923828125,1972-01-01
73,23.746800740559895,19.02014414469401,16.08996327718099,36.39130655924479,33.2556406656901,46.3861083984375,24.639066060384113,15.735216776529947,1973-01-01
74,25.743998209635418,16.408695220947266,9.467962900797525,24.539820353190105,30.25,38.584075927734375,32.78079732259115,17.225725809733074,1974-01-01
75,27.602266947428387,23.35058085123698,17.160888671875,28.739344278971355,38.277435302734375,32.90648396809896,24.607386271158855,17.175072987874348,1975-01-01
76,30.28306833902995,10.989710489908854,18.96537144978841,35.30470275878906,34.824869791666664,30.007314046223957,17.694026947021484,14.797500610351562,1976-01-01
77,22.55559794108073,10.750434875488281,23.302998860677082,24.909701029459637,31.545125325520832,18.526112874348957,22.255452473958332,17.136739095052082,1977-01-01
78,26.916798909505207,10.528116861979166,20.95085271199544,23.614761352539062,32.504618326822914,28.483052571614582,22.019678751627605,21.4613774617513,1978-01-01
79,29.982266743977863,16.170867919921875,21.390963236490887,30.766072591145832,31.186665852864582,26.72222391764323,15.432533264160156,22.304346720377605,1979-01-01
80,33.198933919270836,12.108116149902344,13.690073649088541,31.73327382405599,37.608978271484375,35.939257303873696,13.842121124267578,15.571955362955729,1980-01-01
81,23.821866353352863,14.725797017415365,15.592999776204428,32.42047627766927,38.97974650065104,31.982131958007812,16.350426991780598,19.560035705566406,1981-01-01
82,22.573867797851562,10.637681325276693,14.85088857014974,27.897918701171875,36.54948933919271,17.146944681803387,17.77562713623047,19.009747823079426,1982-01-01
83,22.581865946451824,9.936376571655273,18.052296956380207,29.17053476969401,37.124359130859375,17.662408192952473,11.50271987915039,16.961087544759113,1983-01-01
84,17.433600107828777,13.87405776977539,12.753962198893229,28.986012776692707,34.72948710123698,22.451019287109375,29.0498530069987,15.652788798014322,1984-01-01
85,19.329732259114582,18.076521555582683,14.795888264973959,28.798868815104168,34.400001525878906,16.31999969482422,30.87433369954427,19.000831604003906,1985-01-01
86,24.480931599934895,13.533189137776693,12.923815409342447,32.18761952718099,36.34256235758463,20.356019337972004,27.494186401367188,22.150360107421875,1986-01-01
87,23.737467447916668,13.95724614461263,15.732999165852865,33.982320149739586,31.744873046875,21.10314687093099,17.63758722941081,17.020179748535156,1987-01-01
88,32.098663330078125,18.210145314534504,9.222259521484375,31.010116577148438,36.76538340250651,26.725001017252605,25.236668904622395,17.087500254313152,1988-01-01
89,25.09546661376953,13.283189137776693,10.974258422851562,24.1495844523112,16.887949625651043,22.194073994954426,28.0574951171875,17.864456176757812,1989-01-01
90,27.499066670735676,15.683624267578125,13.547704060872396,26.06976064046224,16.23153813680013,28.5803705851237,13.23318608601888,19.74652099609375,1990-01-01
91,27.300399780273438,12.939709981282553,13.590741475423178,30.556070963541668,16.988204956054688,24.943888346354168,19.3989995320638,18.344891866048176,1991-01-01
92,20.789466857910156,13.692317962646484,13.853926340738932,32.38767751057943,18.317947387695312,24.047866821289062,13.633973439534506,17.195616404215496,1992-01-01
93,24.547200520833332,11.002752939860025,23.704259236653645,34.02351379394531,29.531283060709637,37.17981465657552,13.513614654541016,16.51913070678711,1993-01-01
94,16.07186762491862,14.698841094970703,17.77907435099284,35.78583017985026,24.308204650878906,19.142779032389324,22.82518768310547,19.51561737060547,1994-01-01
95,27.779998779296875,13.558841705322266,10.309296290079752,33.424163818359375,38.946922302246094,37.829444885253906,23.14385477701823,20.79460271199544,1995-01-01
96,28.896937052408855,16.683333079020183,14.884073893229166,29.44452158610026,44.34717814127604,33.33629608154297,24.24450429280599,18.396484375,1996-01-01
97,21.910799662272137,10.58434804280599,22.228408813476562,29.649762471516926,26.096155802408855,25.308517456054688,21.56218719482422,17.964637756347656,1997-01-01
98,30.095733642578125,15.57623291015625,16.302926381429035,31.345118204752605,45.54922993977865,39.711018880208336,14.095466613769531,19.181485493977863,1998-01-01
99,22.304400126139324,20.986521402994793,16.05914815266927,28.70654805501302,59.361796061197914,35.80231730143229,21.517013549804688,20.111231486002605,1999-01-01
100,21.04053243001302,13.148695627848307,11.839221954345703,29.708628336588543,41.683074951171875,42.22204081217448,24.489400227864582,13.888949076334635,2000-01-01
101,25.194534301757812,15.099709828694662,13.956000010172525,28.846786499023438,32.7525634765625,35.18185170491537,19.99072011311849,16.705870310465496,2001-01-01
102,23.345998128255207,10.800434112548828,16.372111002604168,29.25464375813802,30.58538309733073,26.760091145833332,18.882118225097656,19.635907491048176,2002-01-01
103,37.5314687093099,14.412462870279947,12.584704081217447,36.239819844563804,30.249486287434895,28.272315979003906,20.99664052327474,14.007428487141928,2003-01-01
104,23.009600321451824,15.324635823567709,14.376628875732422,28.4452387491862,23.259742736816406,26.39129638671875,17.073214213053387,14.812390645345053,2004-01-01
105,27.639068603515625,19.38188298543294,24.42455546061198,35.04571533203125,44.45025634765625,40.42879740397135,19.640159606933594,15.440071105957031,2005-01-01
106,23.628799438476562,13.894638061523438,19.440406799316406,28.64434305826823,22.58153788248698,31.593704223632812,26.059855143229168,19.045434315999348,2006-01-01
107,26.428934733072918,14.907535552978516,12.300852457682291,29.326192220052082,53.11615498860677,37.74500020345052,19.106402079264324,16.547536214192707,2007-01-01
108,29.506398518880207,16.045218149820965,17.401702880859375,37.32327524820963,51.271026611328125,38.068888346354164,25.169759114583332,16.73702875773112,2008-01-01
109,25.03826649983724,10.477246602376303,16.832295735677082,33.625712076822914,27.86230723063151,29.844998677571613,29.38910420735677,14.589022318522135,2009-01-01
110,18.100001017252605,19.60376739501953,19.90655517578125,31.131011962890625,48.42820739746094,36.90101623535156,16.730159759521484,17.019311269124348,2010-01-01
111,22.986668904622395,18.444491068522137,15.738704681396484,36.75696309407552,47.415130615234375,44.01898193359375,25.113001505533855,14.3465944925944,2011-01-01
112,18.70159912109375,12.720724741617838,15.967926025390625,32.69095357259115,24.828720092773438,30.834910074869793,14.409533182779947,15.326919555664062,2012-01-01
